series,episode,baker,outcome,signature_handshake,technical,showstopper_handshake,signature_ingredients,showstopper_ingredients
11,3,Sura,IN,No,8,No,za'atar;olives;mixed dried fruits;walnuts,olive;sun-dried tomato;feta cheese
11,4,Dave,IN,No,8,No,honeycomb;popping candy;milk chocolate ganache,strawberry;white chocolate;white chocolate crème mousseline;amaretto;almond liqueur
11,4,Hermine,IN,No,5,No,white chocolate;raspberry;pistachio;chocolate;coffee,white chocolate;ganache;lemon syrup;lemond curd;itallian meringue buttercream;vanilla extract
11,4,Laura,IN,No,2,No,chocolate;hazelnut;salted caramel;italian meringue,white chocolate;italian meringue buttercream;blackcurrant jam
11,4,Linda,IN,No,1,No,white chocolate;chopped mixed nuts;date;pistachio;turkish delights,modeling chocolate;vanilla mascarpone cream;amaretto raspberry jam
11,4,Loriea,NULL,NULL,NULL,NULL,NULL,NULL
11,4,Lottie,IN,No,9,No,chocolate;pecan;raspberry cheesecake;raspberry,white chocolate;passion fruit curd;lime drizzle
11,4,Makbul,NULL,NULL,NULL,NULL,NULL,NULL
11,4,Marc,IN,No,6,No,roasted macadamia nuts;praline buttercream;chocolate,white chocolate;raspberry swiss meringue buttercream
11,4,Mark,STARBAKER,No,3,No,chocolate chip cookie;italian meringue;caramelised cranberries,white chocolate;marul fruit liqueur;ground pistachios;lemon
11,4,Peter,IN,No,4,No,figs;pistachios;cinnamon;chocolate;medjool dates,white chocolate;mango curd;coconut;yoghurt;chantilly whipped cream;chocolate
11,4,Rowan,NULL,NULL,NULL,NULL,NULL,NULL
11,4,Sura,OUT,No,7,No,dark chocolate;ruby chocolate;italian meringue,chocolate;white chocolate;buttercream;strawberry and lemon jam
11,5,Dave,IN,No,5,No,thai basil;chilli;chicken;jasmine rice,chocolate;mango;lime;tequila
11,5,Hermine,IN,No,2,No,raisins;lemon;lamb tagine;chickpea,lemon curd;lime jelly;italian meringue
11,5,Laura,STARBAKER,No,6,No,onion;cheddar;leeks;cream;dijon mustard;thyme,italian meringue;key lime filling;ginger
11,5,Linda,OUT,No,8,No,spiced chicken;potato;coriander,chocolate;coffee;brandy;rosewater;vanilla
11,5,Loriea,NULL,NULL,NULL,NULL,NULL,NULL
11,5,Lottie,IN,No,4,No,mashed potato;sausage;onion;sage;fennel gravy,apple puree;caramelised apple;boozy apple slices;toffee popcorn crème diplomat
11,5,Makbul,NULL,NULL,NULL,NULL,NULL,NULL
11,5,Marc,IN,No,7,No,asparagus;monkfish;samphire,blackberry jam;caramelised apple;chocolate cremeux;chocolate;sesame;glazed blackberries
11,5,Mark,IN,No,3,No,aloo gobi;paneer cheese;tumeric;cumin;coriander;ginger;garlic;cauliflower,pear;sage;ginger;pear jam;ginger crème patissiere
11,5,Peter,IN,No,1,No,haddock;white basmati rice;petit pois;boiled egg,hazelnut;blackberry curd;caramelised nuts;lemon
11,5,Rowan,NULL,NULL,NULL,NULL,NULL,NULL
11,5,Sura,NULL,NULL,NULL,NULL,NULL,NULL
11,6,Dave,IN,No,3,No,tumeric;chicken;katsu curry sauce,chocolate;match powder;rosewater;apple jam;vanilla buttercream
11,6,Hermine,IN,No,4,No,oyster sauce;spiced chicken;shitake mushroom;chilli,vanilla;strawberries;marshmallow fondant
11,6,Laura,IN,No,7,No,caramelised pork belly;hoisin;oyster sauce;sake;honey,pineapple;coconut swiss meringue buttercream;lime and yuzu curd
11,6,Linda,NULL,NULL,NULL,NULL,NULL,NULL
11,6,Loriea,NULL,NULL,NULL,NULL,NULL,NULL
11,6,Lottie,IN,No,2,No,beef;sun-dried tomato;gherkin;bacon;cheese;onion,lime;cherry cream;whisky fudge;black cherries
11,6,Makbul,NULL,NULL,NULL,NULL,NULL,NULL
11,6,Marc,IN,No,6,No,mango;onion;smoked paprika;apple;lentil,lemon swiss meringue buttercream;fondant;honey;tahini;ginger;soy bean powder
11,6,Mark,OUT,No,5,No,gherkin;beef;onion;cheese;tomato puree,avocado;marshmallow fondant;ruby chocolate;buttercream
11,6,Peter,IN,No,1,No,fish sauce;soy sauce;honey;cumin;lamb;garlic;ginger;chilli;coriander;spring onion;lamb cabbage,asian pears;chestnut cream;white chocolate
11,6,Rowan,NULL,NULL,NULL,NULL,NULL,NULL
11,6,Sura,NULL,NULL,NULL,NULL,NULL,NULL
11,7,Dave,IN,No,6,No,potato;scrambled egg;sausage;beef;avocado,coffee ice cream;chocolate;almond liqueur;coffee ice cream;almond ice cream
11,7,Hermine,STARBAKER,No,1,No,spinach;mushroom;salmon;leek;dijon mustard;gruyere cheese,mango ice cream;coconut ice cream;palet breton;raspberry coulis
11,7,Laura,IN,No,4,No,calabrian sausage;asparagus;nduja paste;mint;petit pois;goats cheese,salted caramel praline ice cream;chocolate ganache;brownie ice cream;chocolate;meringue
11,7,Linda,NULL,NULL,NULL,NULL,NULL,NULL
11,7,Loriea,NULL,NULL,NULL,NULL,NULL,NULL
11,7,Lottie,OUT,No,5,No,sausage;tomato;black pudding;baked beans;beetroot;walnut;goats cheese,chocolate ice cream;puffed rice;cherry jelly;blackberry mousse
11,7,Makbul,NULL,NULL,NULL,NULL,NULL,NULL
11,7,Marc,IN,No,3,No,cod;cornish blue;haddock;davidstow cheddar;spelt;asparagus,honey and hazelnut ice cream;blackberry mousse;butterscotch and pecan ice cream;chocolate joconde
11,7,Mark,NULL,NULL,NULL,NULL,NULL,NULL
11,7,Peter,IN,Yes,2,No,salmon;capers;white crab meat;chillies;asparagus;onions;coconut curry,marzipan;italian meringue;brandy ice cream;christmas cake ice cream;chocolate;brandy snap
11,7,Rowan,NULL,NULL,NULL,NULL,NULL,NULL
11,7,Sura,NULL,NULL,NULL,NULL,NULL,NULL
11,8,Dave,IN,No,5,No,lemon;orange and passion fruit jelly;lime meringue;orange zest;orange juice,apple jelly;guava jelly;clotted cream mousse;chocolate fudge;cocoa powder
11,8,Hermine,STARBAKER,No,3,No,cinnamon;passion fruit jelly;meringue;lime zest,chocolate;kirsch syrup;chocolate mousse;strawberry mousse;white chocolate ganache
11,8,Laura,IN,No,1,No,honey;oat;vanilla;passion fruit curd;passion fruit extract,raspberry mousse;white chocolate bavarois;jelly
11,8,Linda,NULL,NULL,NULL,NULL,NULL,NULL
11,8,Loriea,NULL,NULL,NULL,NULL,NULL,NULL
11,8,Lottie,NULL,NULL,NULL,NULL,NULL,NULL
11,8,Makbul,NULL,NULL,NULL,NULL,NULL,NULL
11,8,Marc,OUT,No,2,No,pecans;glazed apricots;almond;praline;vanilla mascarpone,panna cotta;apple jelly;chocolate mousse;strawberry mousse;hazelnut meringue
11,8,Mark,NULL,NULL,NULL,NULL,NULL,NULL
11,8,Peter,IN,No,4,No,lime curd;toasted oat;gingernut;crystallised ginger;lime,orange extract;cranberry extract
11,8,Rowan,NULL,NULL,NULL,NULL,NULL,NULL
11,8,Sura,NULL,NULL,NULL,NULL,NULL,NULL
11,9,Dave,IN,No,3,No,honey tequilla;mango and passion fruit curd;honey and cocoa chantilly cream;chocolate,chocolate mousse;white chocolate;milk chocolate;dark chocolate;caramel;coffee;hazelnut
11,9,Hermine,OUT,No,2,No,vanilla crème patissiere;apricot glaze;chantilly cream;chocolate,freeze-dried raspberries;coffee and praline mousse;joconde sponge;cherry sponge
11,9,Laura,IN,No,4,No,pineapple;kiwi;passion fruit;rum syrup;chantilly cream,dark chocolate;dark chocolate mousse;cherry;kirsch;white chocolate bavois
11,9,Linda,NULL,NULL,NULL,NULL,NULL,NULL
11,9,Loriea,NULL,NULL,NULL,NULL,NULL,NULL
11,9,Lottie,NULL,NULL,NULL,NULL,NULL,NULL
11,9,Makbul,NULL,NULL,NULL,NULL,NULL,NULL
11,9,Marc,NULL,NULL,NULL,NULL,NULL,NULL
11,9,Mark,NULL,NULL,NULL,NULL,NULL,NULL
11,9,Peter,STARBAKER,No,1,No,elderflower syrup;strawberries;strawberry crème diplomat;elderflower and lemon crème diplomat,chocolate;freeze-dried raspberry;pistachio praline;chocolate mousse;raspberry mousse;pistachio mousse
11,9,Rowan,NULL,NULL,NULL,NULL,NULL,NULL
11,9,Sura,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Dave,RUNNERUP,No,1,No,coffee custard;caramel;hazelnut,amaretto syrup;strawberry;crème mousseline;chocolate;raspberry crème patissiere;brownies;macadamia nuts;white chocolate
11,10,Hermine,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Laura,RUNNERUP,No,3,No,chantilly cream;yuzu custard;raspberry;lemon and coconut gel;lime juice,carrot;walnut;orange and cinnamon cream cheese frosting;chocolate;spices;lemon;lime
11,10,Linda,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Loriea,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Lottie,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Makbul,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Marc,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Mark,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Peter,WINNER,No,2,No,raspberry crème patissiere;whiskey crème patissiere;caramelised oat,puffed rice;spiced friands;chocolate;orange;strawberry;lemon and blackberry crème diplomat;strawberry cream
11,10,Rowan,NULL,NULL,NULL,NULL,NULL,NULL
11,10,Sura,NULL,NULL,NULL,NULL,NULL,NULL
12,1,Amanda,IN,No,12,No,Coffee;cherry;dark chocolate,lemon and elderflower sponge;elderflower liqueur buttercream;lemon curd
12,1,Chigs,IN,No,11,No,Chocolate and vanilla sponge;strawberry;strawberry Chantilly cream;pistachio,Peanut butter and chocolate butter cream;chocolate sponge;
12,1,Crystelle,IN,No,8,No,Jaggery(Unrefined sugar);Chai;Coconut;cinnamon;clove;cardamom;ginger,Cinnamon sponge;Italian meringue buttercream;roasted pecan;puffed rice marshmallow
12,1,Freya,IN,No,2,No,Aquafaba;lemon;raspberry;almond praline;vegan buttercream,Vegan Chocolate sponge;kirsch cream;cherry jam;vegan buttercream
12,1,George,IN,No,3,No,Milk chocolate mini rolls;hazelnut bavarois;hazelnut,Lemon sponge;Italian meringue buttercream;fig jam
12,1,Giuseppe,IN,No,10,No,Almond and orange sponge;ricotta cheese;orange blossom water;white chocolate,Chocolate sponge;cream cheese buttercream;raspberry coulis
12,1,Jairzeno,IN,No,9,No,Passionfruit caramel buttercream;lime and chili sponge;caramel,Chili and Lime sponge;Guava buttercream
12,1,Jurgen,STARBAKER,No,6,No,chocolate genoise sponge;kirsch cream;sour cherry,Orange and cardamom chiffon sponge;honey and rose butter cream;pistachio praline
12,1,Lizzie,IN,No,4,No,White chocolate;coffee sponge;tahini caramel,Yuzu sponge;peach jam;vanilla mascarpone cream
12,1,Maggie,IN,No,1,No,Meringue;dark chocolate;orange;milk chocolate,Vanilla sponge;raspberry buttercream;
12,1,Rochica,IN,No,7,No,Carrot;spelt flour;pecan brittle;cinnamon and vanilla cream,Caramel and spiced apple sponge;spiced apple filling;browned buttercream
12,1,Tom,OUT,No,5,No,Chocolate genoise sponge;cherry jam;dark chocolate;white cocolate,Almond and lemon sponge;almond buttercream
12,2,Amanda,IN,No,4,No,Sesame;orange curd;stem ginger cream;,lemon and cardamom sugar biscuit
12,2,Chigs,IN,No,7,No,Coffee liqueur;espresso;ginger;cinnamon;dark chocolate,Spiced gingerbread;icing;marshmallow fondant
12,2,Crystelle,IN,No,10,No,Apple cider vinegar;crumble topping;apple filling;vanilla Chantilly cream,Lemon and poppy seed biscuit;gingerbread;isomalt
12,2,Freya,IN,No,3,No,Hazelnut praline;coffee liqueur;coconut-based vegan coffee cream,Brandy snap;crisp gingerbread;
12,2,George,IN,No,8,No,mastic(tree resin) and orange blossom cream;pistachios,Brandy kourabiedes;gingerbread;candy floss
12,2,Giuseppe,IN,No,2,No,Hazelnut butter;chocolate creme pat;hazelnut;,Chocolate and orange sable;ganache;gingerbread
12,2,Jairzeno,OUT,No,9,No,Dark chocolate and lime ganache;spiced pineapple;passion fruit curd,Spiced gingerbread
12,2,Jurgen,STARBAKER,No,1,No,Chai creme pat;cinnamon;cardamom;clove;mango;whipped cream,Spiced scandinavian gingerbread;Tuile
12,2,Lizzie,IN,No,6,No,Creme diplomat;apple;calvados brandy;,Chocolate gingerbread;mint sweets;rum royal icing
12,2,Maggie,IN,No,5,No,Creme de cassis;blackcurrant;blackcurrant chantilly,Classic gingerbread;biscuit
12,2,Rochica,IN,No,11,No,Espresso;irish cream filling;chocolate;roasted hazelnuts,Lemon shortbread;marshmallow and rice cereal;gingerbread
12,2,Tom,NULL,NULL,NULL,NULL,NULL,NULL
12,3,Amanda,IN,No,3,No,Olives;red peppers;garlic cream cheese;herbs;feta cheese;garlic,Cinnamon;coconut creme pat;mango puree
12,3,Chigs,IN,No,6,No,Chorizo;manchego cheese;spicy piquant peppers,Orange blossom;honey
12,3,Crystelle,IN,No,9,No,Roasted grape;feta;roasted walnuts;fresh fennel,Lemon;maple;chocolate hazelnut;frangipane;salted caramel gravy;lime curd;carrot
12,3,Freya,IN,No,4,No,Smoked paprika;cayenne pepper;red onion;pepper,Soy milk;dry coconut milk powder;hazelnut praline;marzipan;chocolate
12,3,George,IN,No,7,No,Onion;parsley;olives;halloumi cheese;dried mint;cherry kernel ,Cinnamon;chocolate;tahini
12,3,Giuseppe,STARBAKER,Yes,1,No,Olives;Cherry tomatoes;milk;balsamic vinegar;onions,Orange zest;cinnamon;orange extract;orange liqueur;honey 
12,3,Jairzeno,NULL,NULL,NULL,NULL,NULL,NULL
12,3,Jurgen,IN,No,5,No,Chopped kipper;romano red pepper;tarragon;boiled eggs,Double cream;vanilla creme mousse line;chocolate creme mousse line;
12,3,Lizzie,IN,No,2,No,Truffle oil;black truffle;garlic;rosemary,Honey;mango tea;condensed milk
12,3,Maggie,IN,No,8,No,Olives;cherry tomatoes;sun-dried tomatoes;basil;garlic,Dulce Seaweed;royal icing;milk
12,3,Rochica,OUT,No,10,No,Garlic;pesto;tomatoes;spring onions;all spice;garlic;red onions;basil;feta cheese;honey;black pepper;,Whole milk;milk powder;cinnamon;nutmeg;chocolate and hazelnut praline;pineapple curd;
12,3,Tom,NULL,NULL,NULL,NULL,NULL,NULL
12,4,Amanda,IN,No,8,No,Chocolate mascarpone cream;raspberry curd;meringue,Maple;almond joconde;caramelized apple jelly;calvados bavarois
12,4,Chigs,STARBAKER,Yes,3,No,Chantilly cream;chocolate;passion fruit;mango;mango coulis,Cherry soaked chocolate joconde;chocolate bavarois;cherry mousse;cherry jelly
12,4,Crystelle,IN,No,5,No,Lime curd;kiwi;coconut crumble;meringue,almond and pineapple joconde;coconut rum compote;pineapple;coconut sable;coconut bavarois;lime jelly
12,4,Freya,IN,No,6,No,Orange blossom extract;aguafaba meringue;raspberry coulis;caramelized peaches,Chocolate and orange mousse;dark chocolate;orange jelly;hazelnut dacquoise;vegan Italian meringue buttercream
12,4,George,IN,No,7,No,Lemon curd;speculums whipped cream,almond joconde;caramel chocolate mousse;candied peanut;peanut butter bavarois
12,4,Giuseppe,IN,No,4,No,Peach;coconut Chantilly cream;nectarine;passion fruit;peach cremeux and coulis;French meringue,Genoise sponge;strawberry;raspberry;pistachio;red fruit bavarois
12,4,Jairzeno,NULL,NULL,NULL,NULL,NULL,NULL
12,4,Jurgen,IN,No,1,No,matza(unleavened bread);chocolate;date;orange;cinnamon;cardamom;vanilla cream,Almond joconde;English white wine jelly;fresh strawberry;mint;caramelized hazelnut dacquoise;black pepper;white chocolate bavarois
12,4,Lizzie,IN,No,2,No,Blueberry;rosemary creme diplomat;lemon curd,Hazelnut joconde;pecan;caramel;chocolate genoise sponge;dark chocolate;chocolate ganache
12,4,Maggie,OUT,No,9,No,Meringue;raspberry syrup;passion fruit cream,Yoghurt;strawberry;strawberry joconde;strawberry bavarois;strawberry coulis 
12,4,Rochica,NULL,NULL,NULL,NULL,NULL,NULL
12,4,Tom,NULL,NULL,NULL,NULL,NULL,NULL
12,5,Amanda,IN,No,8,No,Mulled wine jam;almond vanilla shortbread,Rum-soaked raisin;caramelized spiced plums
12,5,Chigs,IN,No,2,No,Orange zest;chocolate;flaked almonds,Honey;almond;pecan;walnut;chocolate;white chocolate honey comb;lemon creme diplomat;candied peel
12,5,Crystelle,IN,No,7,No,brown butter shortbread;cardamom;pistachio;white chocolate,Caramelized apple;vanilla creme diplomat;chocolate orange creme diplomat;marzipan
12,5,Freya,OUT,No,5,No,Glace cherry;vegan meringue,Spiced red wine syrup;wine poached plum
12,5,George,IN,No,6,No,Aniseed;nutmeg,Chocolate;tahini;vanilla icing
12,5,Giuseppe,STARBAKER,No,1,No,Pisto spice(cinnamon;aniseed;black pepper;clove);strawberry jam;candied orange peel,Amarena-soaked cherry;honey glaze;creme patisserie
12,5,Jairzeno,NULL,NULL,NULL,NULL,NULL,NULL
12,5,Jurgen,IN,Yes,4,No,Espresso biscuit;white chocolate;dark chocolate,Apricot and poppy seed jam;chocolate raisins;stout flavored dough
12,5,Lizzie,IN,No,3,No,Apple and cardamom jam;mixed spice,Gin-soaked raisins;cinnamon;cream cheese frosting;pineapple flowers;orange blossom
12,5,Maggie,NULL,NULL,NULL,NULL,NULL,NULL
12,5,Rochica,NULL,NULL,NULL,NULL,NULL,NULL
12,5,Tom,NULL,NULL,NULL,NULL,NULL,NULL
12,6,Amanda,OUT,No,5,No,Bacon;maple syrup;pistachio creme patisserie;rose,Bacon;cherry;pistachio;chicken pate;fennel sausage meat
12,6,Chigs,IN,No,3,No,Cocoa powder;lime glaze;hazelnut praline,Pork;apricot;gherkin;chicken
12,6,Crystelle,STARBAKER,No,2,Yes,Passionfruit glaze;miso caramel;mango cream,Yam;curry;potato;cumin;chicken;pickling spices;Kashmiri;chili powder;peanut
12,6,Freya,NULL,NULL,NULL,NULL,NULL,NULL
12,6,George,IN,No,6,No,Sticky toffee glaze;toffee and nut;jam;cream,bacon;duck;turkey;carrot
12,6,Giuseppe,IN,No,4,No,Limoncello liqueur;sesame and almond nougatine;creme patisserie,Spinach;cauliflower;dutch cheese;carrot;ham;pecorino cheese;beef;ham;smoked mozzarella
12,6,Jairzeno,NULL,NULL,NULL,NULL,NULL,NULL
12,6,Jurgen,IN,No,1,No,Ube extract;yuzu and sake glaze;creme patissiere;orange ganache,Beef;horseradish;sauerkraut;beetroot
12,6,Lizzie,IN,No,7,No,Raspberry liqueur;hibiscus buttercream;caramel glaze,Potato;salmon;ricotta;spinach
12,6,Maggie,NULL,NULL,NULL,NULL,NULL,NULL
12,6,Rochica,NULL,NULL,NULL,NULL,NULL,NULL
12,6,Tom,NULL,NULL,NULL,NULL,NULL,NULL
12,7,Amanda,NULL,NULL,NULL,NULL,NULL,NULL
12,7,Chigs,IN,No,3,No,Chocolate ganache;crystallized ginger,Chocolate;pecan dacquoise;pecan caramel;chocolate pecan ganache;coffee mascarpone mousse;white chocolate caramel glaze
12,7,Crystelle,IN,No,4,No,Apple;roasted pecan;miso caramel;cinnamon,Miso caramel;caramel mousse;caramel sauce;coffee peanut ganache;peanut biscuit;chocolate mirror glaze
12,7,Freya,NULL,NULL,NULL,NULL,NULL,NULL
12,7,George,OUT,No,6,No,Chocolate short pastry;salted caramel custard;banana;whipped creme fraiche,salted caramel Italian meringue buttercream;hazelnut & almond dacquoise;honeycomb;chocolate ganache
12,7,Giuseppe,IN,No,1,No,Roasted hazelnut;caramelized hazelnut;apricot cremeux;apricot slices,Apricot and caramel glaze;chocolate praline;salted caramel mousse
12,7,Jairzeno,NULL,NULL,NULL,NULL,NULL,NULL
12,7,Jurgen,STARBAKER,No,2,No,Pistachio;pecan;walnut;kumquat creme chiboust,Hazelnut praline;caramel bavarois;mango and passionfruit bavarois;passionfruit glaze;chocolate genoise;shortcrust pastry
12,7,Lizzie,IN,No,5,No,Caramelized pineapple;caramel;Chantilly cream;baked caramel custard,Honeycomb;apple cake;sage-flavored caramel;pecan brittle;toffee
12,7,Maggie,NULL,NULL,NULL,NULL,NULL,NULL
12,7,Rochica,NULL,NULL,NULL,NULL,NULL,NULL
12,7,Tom,NULL,NULL,NULL,NULL,NULL,NULL
12,8,Amanda,NULL,NULL,NULL,NULL,NULL,NULL
12,8,Chigs,STARBAKER,No,1,No,Coconut milk;mango;pistachio and cardamom biscuit;vegan white chocolate;lime,Apple cider vinegar;strawberry jam;chocolate;vanilla cream cheese;chocolate cream cheese
12,8,Crystelle,IN,No,5,No,Cashew milk;coffee;tahini;miso,Coconut and Jaggery creme pat;coconut;walnut;cardamom;cardamom sponge;rice flour
12,8,Freya,NULL,NULL,NULL,NULL,NULL,NULL
12,8,George,NULL,NULL,NULL,NULL,NULL,NULL
12,8,Giuseppe,IN,No,2,No,Tofu;soy milk;crystallized ginger;maple syrup;candied orange peel;orange juice;orange essence;orange zest,Pistachio;puffed rice;chocolate;kirsch cherry jam;Chantilly cream
12,8,Jairzeno,NULL,NULL,NULL,NULL,NULL,NULL
12,8,Jurgen,IN,No,4,No,Coconut cream;pistachio and almond macarons;stem ginger;banana,Milk chocolate;white chocolate;dark chocolate;apricot jam
12,8,Lizzie,OUT,No,3,No,Oat milk;vanilla;almond brittle,Coconut flour;pineapple jam;lime Italian meringue buttercream
12,8,Maggie,NULL,NULL,NULL,NULL,NULL,NULL
12,8,Rochica,NULL,NULL,NULL,NULL,NULL,NULL
12,8,Tom,NULL,NULL,NULL,NULL,NULL,NULL
12,9,Amanda,NULL,NULL,NULL,NULL,NULL,NULL
12,9,Chigs,IN,Yes,4,No,Almond;raspberry mousse;raspberry jelly;chocolate ganache,Cinnamon biscuit;caramelized apple;caramel and white chocolate mousse;dark chocolate;hazelnut biscuit
12,9,Crystelle,STARBAKER,Yes,3,No,Desiccated coconut;black sesame;yuzu curd;almond;white chocolate and coconut Italian meringue buttercream;Chantilly cream,Vanilla and coconut cremeux;mango bavarois;passion fruit jelly;swiss meringue
12,9,Freya,NULL,NULL,NULL,NULL,NULL,NULL
12,9,George,NULL,NULL,NULL,NULL,NULL,NULL
12,9,Giuseppe,IN,Yes,2,No,Coffee;marsala wine;sultana;mascarpone pate a bombe,Puffed rice;marshmallow;chocolate custard;cherry;pine nut bavarois
12,9,Jairzeno,NULL,NULL,NULL,NULL,NULL,NULL
12,9,Jurgen,OUT,No,1,No,Beetroot buttercream;cassis buttercream;coffee liqueur;tuile;chocolate glaze,Raspberry jelly;raspberry bavarian;gingerbread;genoise sponge;matcha bavarian mousse;tuile;white chocolate
12,9,Lizzie,NULL,NULL,NULL,NULL,NULL,NULL
12,9,Maggie,NULL,NULL,NULL,NULL,NULL,NULL
12,9,Rochica,NULL,NULL,NULL,NULL,NULL,NULL
12,9,Tom,NULL,NULL,NULL,NULL,NULL,NULL
12,10,Amanda,NULL,NULL,NULL,NULL,NULL,NULL
12,10,Chigs,RUNNERUP,No,2,No,Carrot;cream cheese icing;star anise;pineapple jam,Orange curd;strawberry;elder berry;black pepper;chicken and mushroom pie;lemon and lime creme patissiere;orange zest;mascarpone
12,10,Crystelle,RUNNERUP,No,1,No,Cardamom;pistachio;orange curd;carrot;mascarpone,Za’atar;garlic;chickpea curry;cardamom;pistachio;chai cake
12,10,Freya,NULL,NULL,NULL,NULL,NULL,NULL
12,10,George,NULL,NULL,NULL,NULL,NULL,NULL
12,10,Giuseppe,WINNER,No,3,No,Carrot;fig jam;walnut jam;orange zest;orange cream cheese icing;candied walnuts;figs,Chocolate;hazelnut;mango and passionfruit panna cottas;orange zest;fig;asparagus;pea
12,10,Jairzeno,NULL,NULL,NULL,NULL,NULL,NULL
12,10,Jurgen,NULL,NULL,NULL,NULL,NULL,NULL
12,10,Lizzie,NULL,NULL,NULL,NULL,NULL,NULL
12,10,Maggie,NULL,NULL,NULL,NULL,NULL,NULL
12,10,Rochica,NULL,NULL,NULL,NULL,NULL,NULL
12,10,Tom,NULL,NULL,NULL,NULL,NULL,NULL
13,1,Abdul,IN,No,6,No,Raspberry jam;mascarpone;chocolate and hazelnut;sponge rosewater buttercream;chili,Mango and saffron jam;masala chai;cashew barfi
13,1,Carole,IN,No,8,No,Lemon curd;lemon zest;poppy seeds;lemon buttercream,Chicory Coffee;walnut
13,1,Dawn,IN,No,3,No,tamarind and lime zest jelly;coconut marzipan;coconut milk;desiccated coconut,Praline;apricot puree;German buttercream;vanilla genoise sponge
13,1,James,IN,No,12,No,Sticky toffee pudding sponge;chopped date;treacle;ginger and apple jam;nutmeg fresh buttercream,Orange zest;cardamom;orange curd;orange blossom buttercream
13,1,Janusz,STARBAKER,No,7,No,Pistachio cream;cherry;kirsch soaked cherries;cherry liqueur;chocolate ganache,Polish ginger;spices;orange;chocolate sponge;soy sauce 
13,1,Kevin,IN,No,4,No,Rosewater swiss meringue buttercream;pistachio and almond and cardamom sponge,Banana;maple butter cream;spiced sugar;pecan
13,1,Maisam,IN,No,5,No,Fresh raspberries;raspberry jam;raspberry Swiss meringue buttercream;pistachios sponge,Lemon;blueberry jam
13,1,Maxy,IN,No,10,No,Mango and passionfruit coulis;mascarpone;vanilla sponge,Apple and berry compote;cinnamon;crumble
13,1,Rebs,IN,No,11,No,Chopped hazelnuts;chocolate ganache;caramel;coffee sponge,Coconut rum;pineapple
13,1,Sandro,IN,No,2,No,Chocolate and orange sponge;dark chocolate;red wine ganache;sugar roses,Strawberry sponge;chantilly cream;strawberry liqueur
13,1,Syabira,IN,No,1,No,Pandan;coconut;caramel mousse;coconut milk,Milk tea;matcha buttercream;strawberry and cinnamon jam
13,1,Will,OUT,No,9,No,Ginger powder;fresh ginger syrup;salty caramel Italian meringue buttercream,Chocolate;orange;gingerbread
13,2,Abdul,IN,No,11,No,Chocolate;coffee;caramel,Gingerbread;sumac shortbread;tahini and sesame biscuit
13,2,Carole,IN,No,4,No,Sesame seed;chocolate;orange,Orange zest;almond;gingerbread
13,2,Dawn,IN,Yes,9,No,Mascarpone cream;freeze dried strawberry powder,Gingerbread;lemon shortbread;royal icing
13,2,James,IN,No,2,No,Raspberry whipped cream;mango extract,Brandysnap;coffee Italian meringue buttercream;spice;chocolate
13,2,Janusz,IN,No,6,No,Watermelon essence;lemon curd;spinach powder,Spice;matcha;vanilla;strawberry
13,2,Kevin,IN,No,8,No,Peppermint;dark chocolate,Gingerbread;brandysnap
13,2,Maisam,OUT,No,7,No,Orange blossom;walnut;mascarpone cream,Gingerbread;royal icing;coconut;lemon
13,2,Maxy,STARBAKER,Yes,5,No,Raspberry mascarpone cream;salted caramel,Cardamom;macadamia;lime;coconut
13,2,Rebs,IN,No,1,No,Chocolate ganache;raspberry coulis,Gingerbread;whisky-snap;royal icing
13,2,Sandro,IN,No,3,No,Chocolate ganache;passion fruit;rum;salted caramel,Gingerbread;strawberry;elderflower;white chocolate
13,2,Syabira,IN,No,10,No,Tofu;satay sauce,Lemon;jasmine;gingerbread;chocolate;orange;rose;pistachio
13,2,Will,NULL,NULL,NULL,NULL,NULL,NULL
13,3,Abdul,SKIP,NULL,NULL,NULL,NULL,NULL
13,3,Carole,IN,No,8,No,Reblochon cheese;gruyere cheese;pancetta;potato;onion,Mackerel;salmon;pumpkin seed;poppy seed;sesame seed;pickled cucumber;pickled egg;beet root
13,3,Dawn,IN,No,6,No,Stewing steak;onion;fresh chili;mozzarella;sour cream;guacamole,Olive;feta cheese;roast chicken thighs;tzatziki
13,3,James,IN,No,3,No,Pineapple;pancetta;mushroom;spelt flour,Squid ink;char sui pork;plum sauce
13,3,Janusz,STARBAKER,No,1,No,Black pudding,Curry powder;fried cod;mayonnaise;potato;mushy pea puree;mayonnaise
13,3,Kevin,IN,No,7,No,Figs;sweet chili jam;halloumi;balsamic glaze,Mayonnaise;cucumber;salmon;haddock fillets;broccolini;asparagus
13,3,Maisam,NULL,NULL,NULL,NULL,NULL,NULL
13,3,Maxy,IN,No,2,No,Rosemary;minced lamb;mushroom,Crayfish;prawn;egg;cress;sunflower seed;pumpkin seed;mayonnaise
